Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Known_Size,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Size_3,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
DRE01,10.1,0.167155198,241.7512,OUT046,True,0.9296326052508399,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDP37,15.6,0.14298686300000002,130.3994,OUT013,True,0.8740008662425524,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRI01,7.97,0.037775897999999995,173.7422,OUT045,False,1.0,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCE19,8.97,0.162856593,54.5956,OUT019,True,1.5315371965922526,28,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCS30,5.945,0.100882124625,128.9652,OUT017,False,1.0,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDX31,20.35,0.014885998000000001,234.4958,OUT018,True,0.9254970140655856,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDH47,13.5,0.12881621199999999,96.4068,OUT046,True,0.9221277501950615,16,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY11,6.71,0.029680868,65.0142,OUT018,True,1.0031395397563596,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU23,12.15,0.036360676,166.0184,OUT010,False,1.5424471408557774,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDO19,17.7,0.016582833,50.5034,OUT013,True,0.9213603609076497,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDP08,20.5,0.112316501,193.9478,OUT013,True,0.9207399970809125,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDX19,19.1,0.096653315,235.1958,OUT013,True,0.9288589846145778,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ28,12.3,0.021984639,191.2162,OUT017,False,0.9262227747490547,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE29,8.905,0.143351652,62.0878,OUT049,True,0.9310779353984704,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC14,14.5,0.041482394,40.0454,OUT017,False,0.8679393868458362,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDV44,8.365,0.040069806,190.7188,OUT017,False,1.0047209009669558,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCF43,8.51,0.052239735,141.947,OUT017,False,0.9160733609838684,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCY42,6.38,0.015149955,144.047,OUT013,True,0.9215224239073324,26,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCZ06,19.6,0.09370568,253.8698,OUT027,True,0.9178236893517705,28,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDB29,16.7,0.052401765999999995,115.1176,OUT035,True,0.9988808408223102,9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL28,10.0,0.06312198200000001,231.7668,OUT013,True,0.9981057142920394,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF57,14.5,0.058946687000000005,168.6448,OUT045,False,0.9152498791427677,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDE44,14.65,0.171245426,50.3692,OUT013,True,0.912868458335256,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU33,7.630000000000001,0.134057426,45.3402,OUT027,True,0.8704928782260267,28,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA08,11.85,0.05036845400000001,163.8526,OUT017,False,0.9185640275328554,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCC06,19.0,0.026986367,127.1336,OUT046,True,0.8747287963523015,16,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDO32,6.36,0.120543611,45.806000000000004,OUT046,True,0.929632602961959,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU39,18.85,0.036037952000000005,58.4562,OUT046,True,0.9990697574745786,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCK18,9.6,0.0067253880000000005,165.9184,OUT018,True,0.8517872068910866,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDI26,5.94,0.034940979,177.3344,OUT049,True,0.9237238363420831,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRE37,13.5,0.094219593,189.9872,OUT046,True,0.9133974813239213,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCN26,10.85,0.048004263,117.5808,OUT010,False,1.524221270004189,15,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDS16,15.15,0.066164431,147.376,OUT035,True,0.9980583965648575,9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE40,15.6,0.10849111149999999,62.4194,OUT018,True,1.0,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP03,5.15,0.07087336455555555,122.9388,OUT017,False,1.0,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDA27,20.35,0.030975716,253.9672,OUT049,True,0.9152630191077422,14,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ12,8.895,0.039101813,208.8296,OUT049,True,0.9310779406272858,14,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT03,21.25,0.010039493,181.7608,OUT018,True,0.8782920325537711,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF50,4.905,0.117308165,195.7768,OUT035,True,0.998829695174379,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDC51,10.895,0.009641375,124.17299999999999,OUT045,False,0.92288103762981,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCL55,12.150000000000002,0.113212516,254.604,OUT019,True,1.5800525387145838,28,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDZ23,17.75,0.06749003599999999,185.22400000000002,OUT035,True,0.8745633878410773,9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDW24,6.8,0.037573095,50.2034,OUT045,False,0.8765027661182094,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDH21,10.395,0.031219108,156.9604,OUT035,True,0.8745633791960993,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCQ41,14.8,0.032606181,193.5794,OUT010,False,1.5268748299859178,15,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDH48,13.5,0.07281246528571429,84.554,OUT018,True,1.0,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX11,16.0,0.106731895,183.6634,OUT035,True,0.99888083323301,9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDK33,17.85,0.0112259,211.956,OUT013,True,0.8740008353454569,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV36,18.7,0.026355345,127.102,OUT045,False,0.8644012193897849,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCW41,18.0,0.01548171,159.3604,OUT045,False,0.9140169975226599,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDU32,8.785,0.045465958,120.8414,OUT019,True,1.5991236712587555,28,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDE36,5.26,0.041857101,162.7868,OUT045,False,0.864069081595914,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDO27,6.175,0.2075326238888889,94.9752,OUT045,False,1.0,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDW27,5.86,0.151159243,156.6314,OUT045,False,0.9158611302096343,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ48,11.3,0.056161529,246.9118,OUT027,True,0.9172786711976294,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDR11,10.5,0.142419608,161.1578,OUT013,True,0.9288589892901558,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV07,9.5,0.031410377999999996,110.3228,OUT018,True,1.0037737037687042,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDO50,16.25,0.077790204,93.0804,OUT027,True,0.8990154773645006,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDN04,11.8,0.014166739,178.2344,OUT017,False,1.004560268380125,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ08,12.5,0.11021544400000001,81.8592,OUT045,False,1.0010958919837007,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD05,19.35,0.016679143,119.3098,OUT018,True,0.8782920642724399,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV60,20.2,0.117339056,195.011,OUT035,True,0.8624886334993667,9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCG30,20.2,0.11222774699999999,123.5046,OUT013,True,0.9215224118618334,26,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDX37,16.2,0.062724117,100.57,OUT027,True,0.9169764906376744,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW24,6.8,0.037555347999999995,49.6034,OUT049,True,0.8760887652329934,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRM48,15.2,0.112349962,39.1848,OUT027,True,0.9251308153164941,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDF46,7.07,0.093217569,116.7834,OUT027,True,0.9091553248626186,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCY54,8.43,0.17766124600000002,170.5422,OUT035,True,0.9294568200048132,9,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDS35,9.3,0.11184963,64.6826,OUT017,False,1.004720894585065,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB04,11.35,0.06321435,88.3856,OUT035,True,0.87456338186483,9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCK05,20.1,0.077892365,59.3536,OUT017,False,0.9187469515422317,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDT46,11.35,0.051564827,49.0008,OUT010,False,1.4195024642999197,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDP52,18.699999999999996,0.070349402,228.601,OUT027,True,0.8981008650016796,28,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCR17,9.8,0.024521239,117.5492,OUT017,False,1.0047208945358288,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCN54,20.35,0.021447102000000003,76.3328,OUT017,False,0.9275067474121578,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDX12,18.2,0.026059557,241.2196,OUT035,True,0.9112241262921963,9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRL23,18.35,0.015301418,105.2938,OUT035,True,0.9221155363555458,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRN47,12.1,0.019500493666666667,179.86599999999999,OUT045,False,1.0,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDM25,10.695,0.060615254,174.0712,OUT013,True,0.8621311104616851,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF52,9.3,0.066459891,184.2292,OUT027,True,0.8590085624699059,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDU21,11.8,0.07687604599999999,33.1558,OUT045,False,0.8765027646356692,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDI15,13.8,0.14215211,263.5884,OUT017,False,0.8677297847232716,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ09,15.0,0.058632705,46.4744,OUT018,True,1.002797018419344,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDW03,5.63,0.024541277,105.1306,OUT046,True,0.8747288071901904,16,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA07,7.55,0.030992735,124.3072,OUT049,True,0.8760887502085298,14,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDU39,18.85,0.036241797,57.3562,OUT017,False,1.0047208936632388,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDI60,7.22,0.038398937,61.951,OUT045,False,0.9315179301909385,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDK33,17.85,0.011258035,211.65599999999998,OUT045,False,0.8765027297898957,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN01,8.895,0.072511335,177.437,OUT049,True,0.8494677368712652,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV38,19.25,0.10168915099999999,54.6956,OUT013,True,0.8740008647721583,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCV06,11.3,0.066625843,194.2478,OUT013,True,0.912819120673697,26,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDQ34,10.85,0.162242617,107.8622,OUT046,True,0.922289916529675,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRK37,5.0,0.048764245428571426,189.85299999999998,OUT045,False,1.0,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCY53,20.0,0.06403086837500001,110.2544,OUT013,True,1.0,26,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDD53,16.2,0.044008347,43.7454,OUT027,True,0.858474316558855,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV49,10.0,0.025867353,264.6226,OUT049,True,0.9237238266643948,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY36,12.3,0.016476618999999998,74.33800000000001,OUT019,True,1.5315372108243412,28,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDH34,8.63,0.031095246,185.7582,OUT046,True,0.9222899082772467,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCD07,9.1,0.05544530183333332,115.4518,OUT017,False,1.0,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDB51,6.92,0.038422076,62.5852,OUT013,True,0.998238355189532,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCH42,6.86,0.061155983,228.40099999999998,OUT010,False,1.4641166622921835,15,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCI31,20.0,0.08131178,37.819,OUT035,True,0.8625574337947353,9,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDL56,14.1,0.12575682400000002,87.1198,OUT035,True,0.9221155210207866,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDG29,17.6,0.05661033,41.7454,OUT017,False,1.0047208961387277,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ45,17.75,0.073709686,35.1216,OUT018,True,0.9260469342028153,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDJ38,8.6,0.040432954,191.653,OUT017,False,0.9180762523899912,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCO05,7.27,0.046749112,100.4384,OUT018,True,0.9334195359783184,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDW24,6.8,0.06276237400000001,50.4034,OUT010,False,1.4641166616470003,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDN34,15.599999999999998,0.045542627999999995,170.7132,OUT027,True,0.8977916815656339,28,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDH46,6.935,0.041346469,103.1332,OUT049,True,0.931077930301748,14,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW39,6.69,0.036903419,175.137,OUT035,True,0.9029809901695769,9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRK59,8.895,0.07508445700000001,233.9616,OUT027,True,0.9172786670305897,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDU25,12.35,0.026735372,57.4246,OUT045,False,1.001095891744603,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC44,15.6,0.17245325399999997,115.1518,OUT013,True,0.9209249790872335,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG17,6.865,0.035666655,246.2486,OUT027,True,0.9178237003344096,28,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI45,13.1,0.037581243,175.5054,OUT046,True,0.9222899078723065,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDK08,9.195,0.12220294599999999,100.1016,OUT013,True,0.8624702696067881,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW36,11.15,0.056921875999999996,107.1622,OUT035,True,0.9221155284047508,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL39,16.1,0.06331937900000001,180.9318,OUT035,True,0.8745633838984728,9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS13,6.465,0.124402507,266.1884,OUT013,True,0.8623393627811774,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDO57,20.75,0.108879177,161.5578,OUT049,True,0.8760887607379275,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS37,7.655,0.032125561000000004,115.7492,OUT017,False,0.9348909770441671,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDV26,20.25,0.076097073,193.5794,OUT013,True,0.9128191220242362,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ22,18.75,0.052766297000000004,189.7504,OUT013,True,0.921522415060434,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC16,11.5,0.020601791,86.054,OUT049,True,1.0004900865220345,14,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCH42,6.86,0.036360386,231.601,OUT027,True,0.8704928672305936,28,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDD46,6.035,0.140571971,154.7998,OUT027,True,0.8704928772471618,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDT25,7.5,0.05074138,123.2072,OUT035,True,0.8745633855874709,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR34,17.0,0.015997687,229.1352,OUT045,False,0.9241603689350261,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ10,12.849999999999998,0.033018558999999996,170.4422,OUT027,True,0.9178236823786985,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRI03,6.03,0.022703692999999997,177.9028,OUT046,True,0.8478705388298255,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDB58,10.5,0.013431108999999998,143.7154,OUT027,True,0.8704928783877587,28,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDQ03,15.0,0.09196476587499999,235.6248,OUT049,True,1.0,14,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRD27,18.75,0.023876985,97.4042,OUT049,True,0.9038962392941209,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDK33,17.85,0.011281018,213.75599999999997,OUT018,True,0.8782920884336343,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRL23,18.35,0.015328106000000001,107.5938,OUT049,True,0.9237238460843734,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDW32,18.35,0.09448807099999999,87.1882,OUT045,False,0.8765027634291905,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCL05,19.6,0.047897663,44.677,OUT046,True,0.9026740553501346,16,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
DRB01,7.39,0.081841136,190.053,OUT027,True,0.8981008575273661,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
NCL06,14.65,0.072212787,260.9594,OUT045,False,0.9315179224754941,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDH10,21.0,0.049505857,195.3478,OUT018,True,0.8782920619290266,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCO14,9.6,0.02981155,45.2086,OUT017,False,0.8796766090951655,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDV03,17.6,0.058181585,154.4314,OUT049,True,0.93107793633003,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW52,14.0,0.037734782,166.4526,OUT017,False,1.0047208841435105,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCZ30,6.59,0.03033518166666667,119.1098,OUT017,False,1.0,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDY35,17.6,0.026827052,47.8402,OUT010,False,1.464116650887161,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDN31,11.5,0.072881535,191.35299999999998,OUT046,True,0.92963260000365,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
